"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"186152904187576321","","","","","2012-03-31 18:08:05 +0000","<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>","""Don't you just love Legos dad?"" http://t.co/AkRuXRBh","http://instagr.am/p/I2KVTREkk7/"
"186151586593112064","186149037433552896","1438261","","","2012-03-31 18:02:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@atmos that looks muuuuch nicer. I'll hack on that a bit. Still want to learn how not to write crap js though :)"
"186148036118974466","","","","","2012-03-31 17:48:44 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","My JavaScript is a mess. Care to show me how you'd solve this simple problem with idiomatic JS? https://t.co/pRwqxVXz","https://gist.github.com/2257746"
"185912840299884544","185907482315587584","33493","","","2012-03-31 02:14:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@peterc good to see you man! Have a good trip home."
"185766995839557633","185628933251792896","343224717","","","2012-03-30 16:34:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@lannert17 @brianforschler Welcome to the twitters, boys. When's the next day trip? How's the snow been?"
"185505968795291649","","","","","2012-03-29 23:17:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Heard an acoustic version of ""Patience""  on the radio, remembering how serious relationships felt in high school."
"185497922803204096","185497801323593728","47015938","","","2012-03-29 22:45:25 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@usesthis Yea, sure, cheers!"
"185488902012932096","185488698568212483","7963542","","","2012-03-29 22:09:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@geerlinger No! Do tell!"
"185478234618605569","","","","","2012-03-29 21:27:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I wrote about my setup recently http://t.co/QA2LpyQ8 but the biggest improvement recently is using Solarized everywhere http://t.co/5cQrLtQX","http://emphaticsolutions.com/2012/03/13/my-setup.html","http://ethanschoonover.com/solarized"
"185467436089352192","185466737607704576","659933","","","2012-03-29 20:44:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@bryanl I'm in a loud coffee shop now, but I'll record something later. for me: vim + shells, window splits w/ vim keybindings; detach, etc."
"185465745952604160","185463606509453313","659933","","","2012-03-29 20:37:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@bryanl sure. what do you want to see?"
"185442948631105539","185441602536345600","233933116","","","2012-03-29 19:06:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Jackoplane sure. Followed."
"185437802861821953","185314993015758848","233933116","","","2012-03-29 18:46:32 +0000","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>","@Jackoplane That's no good. What can we do for you?"
"185403535456866308","","","","","2012-03-29 16:30:22 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Can't wait to give my 'Marketing for Geeks' talk at @NordicRuby in June. Such an amazing conf. Early bird ends Sat.! http://t.co/qKUpR3un","http://nordicruby.org/register"
"185223919182163968","185222711709138946","9267332","","","2012-03-29 04:36:38 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@rtomayko  the liger in question: http://t.co/AWn8PXdt","http://www.dailymail.co.uk/news/article-1246550/Hercules-900lb-liger-crosses-Abbey-Road-takes-Underground-goes-tour-London.html"
"185148227719397377","185148092113367041","33493","","","2012-03-28 23:35:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@peterc Welcome! See you Friday morning."
"185103435107024896","185095386883559424","1315011","","","2012-03-28 20:37:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@objo I think I stopped counting as soon as I hit 21, which was almost 14 years ago. Really great hanging out yesterday, btw."
"185057937826398208","185026551253970944","14480362","","","2012-03-28 17:37:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jakep36 You can upgrade easily online: https://t.co/gpYCpWdH","https://github.com/plans"
"185042978253971456","185041245066895360","14241311","","","2012-03-28 16:37:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@darinrs shhh I counted on my fingers! I loved having no idea and I think I've already forgotten it."
