"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"17438614974","17438155871","9870122","","","2010-06-30 20:09:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@martinemde my replacement from sprint was $100 (with insurance) for my HTC EVO when I broke it.  And it makes calls in SF! (/me ducks!)"
"17431782488","","","","","2010-06-30 18:00:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","I have 9 invites left for rdio.com.  Msg me if you want one."
"17373637611","","","","","2010-06-30 00:22:31 +0000","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Twitter for Android</a>","Any suggestions on patching up VFF treks? Small tear on the inside big toe: http://twitpic.com/213jf6"
"17369256215","17368673672","33493","","","2010-06-29 23:06:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@peterc If topics on coder.io had a small, edited guides to a month of content, i'd buy editions of that a lot (subscriptions or one-offs)"
"17367492546","17367015149","5877822","","","2010-06-29 22:33:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@jamis proof that constraints lead to creativity? :)"
"17351230804","17350823724","823615","","","2010-06-29 17:44:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@bleything neither ever worked for projects I've been working on.  lots of erratic failures."
"17290141373","","","","","2010-06-29 00:05:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Swooning at Apple's design sense, M$FT shows how cumbersome they make everything, death-by-PPT style. http://bit.ly/9XMk7i (via @rands)"
"17284387136","17284124543","9908482","","","2010-06-28 22:26:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@thekewe I love how really old angry people speak in terse sentences easy enough to tweet! Feeling your pain, but without that funky smell!"
"17268741039","17268299100","12027042","","","2010-06-28 18:00:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@jamesgolick debugging is still hard, but implementing the resulting change is easier at least :)"
"17268733183","17268299100","12027042","","","2010-06-28 18:00:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@jamesgolick sure. nice we can nuke & pave aspects of our architecture so quickly now compared to years past though."
"17267256988","17266778161","12027042","","","2010-06-28 17:35:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@jamesgolick but it can omit the thousands of issues caused by inadvertently mis-configured systems so your debugging is legit."
"17176823450","","","","","2010-06-27 16:11:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","My grill has no idea what it's in for. World Cup, friends in from far away, fridge full of tasty, tasty meat and a gaggle of kids. Awesome."
"17042721343","17042272218","659933","","","2010-06-25 20:47:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@bryanl totally agree. knowing what you stand for vs. stand against. i just like vales and anti-values vs. values and enemies i guess"
"17042148473","17041082023","659933","","","2010-06-25 20:36:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@bryanl hmm. I like that as a value (anti status quo) vs. 'having an enemy' which evokes conflict, to my ears anyway. conflict != happiness"
