"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"366309825556127745","","","","","2013-08-10 21:27:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","TIL my dad, my oldest kid and myself were all born in the year of the snake (this year, too)"
"365643881062207488","365643641735221250","123921001","","","2013-08-09 01:21:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@newmerator always. Also a Beatles cover band. Twerking knows no bounds."
"365643294245531649","","","","","2013-08-09 01:18:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","My 3yo is twerking nonstop at a concert in the park. So proud."
"365557489107861507","","","365553850939211776","638323","2013-08-08 19:37:51 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @kneath: Wanna come hack on http://t.co/1by3ObPIMa with me? I’m looking for some product growth people. https://t.co/NM9rRny250"
"365266085496360960","365263002099908608","5444392","","","2013-08-08 00:19:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@evanphx just stop by our office and see lots of us at once!"
"364381949801938944","364293646352257024","77009486","","","2013-08-05 13:46:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@tnm last line: Where are my keys?"
"364239703232360449","","","","","2013-08-05 04:21:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","No Stairway! Unless you play it so well you make Robert Plant cry. Incredible cover by Heart: http://t.co/OWSeh92AvT","http://www.youtube.com/watch?v=JK_DOJa99oo"
"363859635737853952","363858813989818368","37211927","","","2013-08-04 03:11:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@nixgeek can't wait for the airplay wars to begin! How's that sweet sweet Internet?"
"361335081933082626","","","","","2013-07-28 03:59:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Nearly hoarse after rocking out with my 7yo on a long road trip home. He's a huge Zeppelin fan, apparently."
"361179779564716036","","1180171","","","2013-07-27 17:42:24 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@maringuy in case you missed it https://t.co/F2IaS6YziH","https://github.com/blog/1563-code-bass-3-july-31"
"360866232586616833","","5814","","","2013-07-26 20:56:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@tempo Really loving your @yxyy playlist on @rdio right now. Great way to relive the vibe!"
"360853599049367553","360853395348795393","7459092","","","2013-07-26 20:06:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@joshsusser @holman /ht @pea53"
"360853395348795393","360852656400510977","35954885","","","2013-07-26 20:05:28 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@joshsusser @holman Actually, you can do this today with advanced search: https://t.co/ouA14PY7B1","https://github.com/search?q=repo%3Arails%2Frails+state%3Aopen+-label%3Aactiverecord&type=Issues&ref=searchresults"
"360640045566275584","360638975301521408","22","","","2013-07-26 05:57:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@attaboy @rabble nooooooooooooooo /cc @YiyingLu"
"358808046014701568","","","","","2013-07-21 04:37:59 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","TIL Russian River Brewing dominates the top 100 beers  http://t.co/Ut7x5eubuY","http://beeradvocate.com/lists/top"
"358793125705154560","358792195962187776","150","","","2013-07-21 03:38:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@stevej cheers, man"
"358789868492558336","358789263762010112","150","","","2013-07-21 03:25:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@stevej nope. I adore pocket and tweetbot is my jam. Just had an awful sign in dance with flipboard. Everything is broken but wine."
"358786617818873856","358786443075796992","7459092","","","2013-07-21 03:12:50 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@stevej can not explain why I'm laughing so hard at that right now"
"358786443075796992","358786005744107520","150","","","2013-07-21 03:12:08 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@stevej BURN!"
"358783913021284353","358773057126547456","47","","","2013-07-21 03:02:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@kellan get on this tip http://t.co/EmwAq1XrGJ","http://boxen.github.com/"
"358636895737102337","","","","","2013-07-20 17:17:53 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Doubly excited to be speaking at the @turingfestival this year after hearing about the pardon. Next up, southern states nix bigotry laws?"
"358359298499280899","358357719209619456","15850774","","","2013-07-19 22:54:49 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@roncohen yesssssss! Pools + poolside drink service is impossible to beat. When are we going back?"
"358349114615926784","","","","","2013-07-19 22:14:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Life hack: take longer vacations with work days mixed in. Great context re-setting, focus and prioritization. And beaches. Lots of beaches."
"358325811864014848","358325622973534209","166692856","","","2013-07-19 20:41:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ibringtraffic Awesome. Random Walk is so great for non-investing concepts too."
"358325350171811840","358324217336455168","166692856","","","2013-07-19 20:39:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ibringtraffic have you read A Random Walk Down Wallstreet?"
"358324458634743809","","","358323413015736320","13334762","2013-07-19 20:36:22 +0000","web","RT @github: Join us for Code Bass 3 on July 31! https://t.co/wxgbD5YDPE","https://github.com/blog/1563-code-bass-3-july-31"
"358313776145117184","","","","","2013-07-19 19:53:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Obama gives RealTalk on race http://t.co/pP5EUbgW86 - We need a future of women, LGBT and other minority presidents for real cultural change","http://www.washingtonpost.com/posttv/politics/obama-tryavon-martin-could-have-been-me-35-years-ago/2013/07/19/1bd5fa26-f09b-11e2-9008-61e94a7ea20d_video.html"
"358278581492793344","357984669544873985","19699682","","","2013-07-19 17:34:04 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@helena Your photos do an amazing job capturing what YxYY felt like! I think this is my fave: http://t.co/KIeqB2Inyc Thanks for sharing them","http://24.media.tumblr.com/fad16ec8138062fdfd174c88cd68e25a/tumblr_mq07ofwus61qau8fto2_1280.jpg"
"358274960055218176","","","","","2013-07-19 17:19:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","GitHub: The Internet's Innovation Hub - http://t.co/5fOLxBaB1Z /via @techreview","http://www.technologyreview.com/news/516531/the-internets-innovation-hub/"
"357992503892393985","357985164950908929","18168065","","","2013-07-18 22:37:18 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@leehuffman where is the tag on dat hat?"
"357207801841463296","","","","","2013-07-16 18:39:11 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Enjoying the residual bliss and inspiration from an amazing @yxyy weekend. Hope it lasts forever."
"356871401891827712","356676883556995073","64698757","","","2013-07-15 20:22:27 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@sheilaenn thanks! Really looking forward to it."
"355388660054622208","","","","","2013-07-11 18:10:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","GitHub Reveals A Formula For Your “Hacker Persona” http://t.co/RQC80a2f8Z /via @FastCoLabs","http://www.fastcolabs.com/3008621/tracking/github-reveals-a-formula-for-your-hacker-persona"
"354403496646283264","","","","","2013-07-09 00:55:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Absolutely thrilled to announce that @kasima and @fromagie have joined GitHub! So glad to be working with them again https://t.co/1VBMEty5Vu","https://github.com/blog/1551-alex-southgate-and-kasima-tharnpipitchai-are-githubbers"
"354377107511582720","","","354375297426128898","13334762","2013-07-08 23:11:01 +0000","web","RT @github: We've shipped the first episode of a new video series, ""Inside GitHub"" http://t.co/Ut4ySQy6Px","http://youtu.be/i-qpexZE8Yc"
"354023070975004672","354021035701567489","202919790","","","2013-07-07 23:44:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@scarlettsparks we love you too!!! ❤"
"354022957791707136","354020902867963905","1438261","","","2013-07-07 23:43:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@atmos whaaaaa? You guys ok?"
"353571078100099073","","","","","2013-07-06 17:48:08 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Created in San Anselmo @ Imagination Park http://t.co/Ytbny6u7ZY","http://instagram.com/p/bbvBFnEktB/"
"353240978477424641","353234010601824256","1133971","","","2013-07-05 19:56:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@j3 I just skimmed through it. So amazingly practical in every way."
"353230524107591681","","","","","2013-07-05 19:14:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Found my first programming book which seduced me into the unix way through Perl. http://t.co/pIRQQjNPkx","http://twitter.com/briandoll/status/353230524107591681/photo/1"
"352889733946417152","352824104866430976","12964182","","","2013-07-04 20:40:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@featherhh ah missed you! We hit up the Danville parade instead. How was it?"
"352674865750360064","352655926911713280","18168065","","","2013-07-04 06:26:55 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@leehuffman yesssssssssss"
"352505860582420480","352505388245061632","72831048","","","2013-07-03 19:15:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@LettersOfNote check out the house he wrote it from: http://t.co/e05orvKlSO","http://www.redfin.com/CA/Pacific-Palisades/444-Ocampo-Dr-90272/home/6841036"
"352203587629219840","352200978524672000","7662312","","","2013-07-02 23:14:13 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@mankins any chance you'll make it respond to devices instead of using a subdomain?"
